LINE_NAME,trait,num_value
EZ3677,S50D_BLUP,-0.00205295
EW6757,S50D_BLUP,
EX5258,S50D_BLUP,0.84436189
EY3672,S50D_BLUP,1.02896875
EZ5265,S50D_BLUP,0.25278154
EZ3547,S50D_BLUP,-0.13282954
EY4336,S50D_BLUP,-0.60499595
DKC3805,S50D_BLUP,-7.89560136
ET6319KDDZ,S50D_BLUP,
EW4929,S50D_BLUP,2.03047932
EY6943,S50D_BLUP,
EX3832,S50D_BLUP,-0.27201768
EW4842,S50D_BLUP,-0.01423809
DKC3623,S50D_BLUP,34.01867869
EZ3964,S50D_BLUP,18.42972131
EY4258,S50D_BLUP,-0.08573652
EY4157,S50D_BLUP,-0.6793822
EU4662,S50D_BLUP,0.13443655
APRECIA,S50D_BLUP,0.50020495
EV6754,S50D_BLUP,
EZ4066,S50D_BLUP,19.04982425
EZ5264,S50D_BLUP,-0.13688608
EZ4463,S50D_BLUP,-0.35841039
DKC6503,S50D_BLUP,-0.00616137
EX4052,S50D_BLUP,-0.0324
EU4446,S50D_BLUP,-0.08903245
DKC5031WX,S50D_BLUP,0.00670424
NQ3224,S50D_BLUP,-0.2033499
KOLEKTOR,S50D_BLUP,-0.035109
EU6643,S50D_BLUP,
EU5631,S50D_BLUP,0.28493933
EX4054,S50D_BLUP,-0.00617297
EZ3760,S50D_BLUP,-9.89721565
EZ5161,S50D_BLUP,0.23865635
EW3946,S50D_BLUP,1.40384187
EY5844,S50D_BLUP,0.84104912
EW5930,S50D_BLUP,0.76422282
EX4852,S50D_BLUP,-0.29879744
EZ5853,S50D_BLUP,0.65403619
EZ5436,S50D_BLUP,0.44972173
EY4751,S50D_BLUP,0.06714941
DKC6537,S50D_BLUP,0.09395814
STAROF,S50D_BLUP,0.05033679
ES4648SQGZ,S50D_BLUP,0.23408331
EZ3552,S50D_BLUP,-0.19963378
EZ3684,S50D_BLUP,18.46675411
DKC3575,S50D_BLUP,-0.11252999
EY3532,S50D_BLUP,-1.46529397
DKC3532,S50D_BLUP,0.8581294
EY4683,S50D_BLUP,-0.26108174
NT3512,S50D_BLUP,-0.17607176
INFORMATIKA,S50D_BLUP,0.28493933
DKC3710,S50D_BLUP,1.34684713
DKC4533,S50D_BLUP,-0.64004925
DKC3247,S50D_BLUP,-1.2296508
EZ2979,S50D_BLUP,-2.62178339
DKC3438,S50D_BLUP,-0.77017277
EP4115,S50D_BLUP,0.01548922
DKC4231,S50D_BLUP,-1.25226645
EZ7117,S50D_BLUP,-0.25666279
EX5323,S50D_BLUP,0.64416576
EZ6226,S50D_BLUP,
DKC5065,S50D_BLUP,0.0832037
NN3550,S50D_BLUP,0.07881873
EZ3545,S50D_BLUP,-0.07625101
EZ3681,S50D_BLUP,0.47344634
EZ7038,S50D_BLUP,
EY5047,S50D_BLUP,0.23721271
AZZETI,S50D_BLUP,0.07656723
EZ4692,S50D_BLUP,0.09119624
EZ6768,S50D_BLUP,
ET3936,S50D_BLUP,-0.18652751
EX5749,S50D_BLUP,0.78894343
EY4747,S50D_BLUP,-0.16148311
EUPHYTIA,S50D_BLUP,-0.20637921
DKC3346,S50D_BLUP,18.84974129
EX3202,S50D_BLUP,-1.2082983
EZ5850,S50D_BLUP,0.45177255
DKC5526,S50D_BLUP,1.33673078
FIERTE,S50D_BLUP,0.06847075
EY7032,S50D_BLUP,-0.12488994
VASARI,S50D_BLUP,0.05033679
EY3669,S50D_BLUP,-0.39416098
EQ5234SQGZ,S50D_BLUP,-0.02876283
EX6759,S50D_BLUP,0.23473394
EU4663,S50D_BLUP,0.01655892
EW4455,S50D_BLUP,-0.14743998
DKC4228,S50D_BLUP,-0.02380723
EY4575,S50D_BLUP,0.24037852
EX2974,S50D_BLUP,-1.63160016
DKC5812,S50D_BLUP,1.65378894
EZ3756,S50D_BLUP,-60.96121156
EY4859SQGZ,S50D_BLUP,-0.02876283
EZ3839,S50D_BLUP,15.17176401
DKC7240,S50D_BLUP,0.46635065
EZ3206,S50D_BLUP,3.21375998
EZ5051,S50D_BLUP,0.04595542
EZ4062,S50D_BLUP,-3.54779482
DKC3640,S50D_BLUP,-0.64851355
EZ3543,S50D_BLUP,0.49425883
DKC4335,S50D_BLUP,-1.37226175
DKC5016,S50D_BLUP,0.10259565
EX4156,S50D_BLUP,-0.11528155
EY3336,S50D_BLUP,-0.35232461
EY4058,S50D_BLUP,0.04157923
EY3438,S50D_BLUP,-1.1425885
EY5327,S50D_BLUP,0.41228184
ET7019KDDZ,S50D_BLUP,
EY3955,S50D_BLUP,0.16763962
DKC3937,S50D_BLUP,-0.20626567
PIANELLO,S50D_BLUP,0.01150689
EZ4464,S50D_BLUP,-0.27394842
MERJEN,S50D_BLUP,
EZ4577,S50D_BLUP,-0.45897139
EXPERTIZE,S50D_BLUP,0.51157304
DKC3601,S50D_BLUP,-0.47105986
MOGABRIX,S50D_BLUP,-0.54512086
AUXKAR,S50D_BLUP,0.00768961
DKC5209,S50D_BLUP,0.9866509
EY4256,S50D_BLUP,-0.51823541
ET3822,S50D_BLUP,-0.70588637
ES3159,S50D_BLUP,-0.08925119
EY4940,S50D_BLUP,0.61250595
DKC3888WX,S50D_BLUP,-0.22145799
EY6762,S50D_BLUP,0.07691816
EZ5050,S50D_BLUP,-0.0006564
DKC5182,S50D_BLUP,0.36850955
DKC4709,S50D_BLUP,0.25384245
DKC3527,S50D_BLUP,0.21835262
DKC5744,S50D_BLUP,0.58822704
EY5755,S50D_BLUP,0.75338957
EW4930,S50D_BLUP,0.33480224
EZ3194,S50D_BLUP,-0.24817928
EZ5761,S50D_BLUP,0.26455822
EX4682,S50D_BLUP,-0.22863246
EY3538,S50D_BLUP,-0.71297061
EW3665,S50D_BLUP,-0.04368856
DKC3724,S50D_BLUP,0.98323498
EY4059,S50D_BLUP,-0.74916285
EY3339,S50D_BLUP,0.2831891
EZ5328,S50D_BLUP,0.66506954
DKC3442,S50D_BLUP,-1.11816099
DKC2990,S50D_BLUP,5.19811839
DKC4391,S50D_BLUP,0.10786062
EX4744,S50D_BLUP,-0.12292517
EY5326,S50D_BLUP,0.96150719
DKC4611,S50D_BLUP,-0.33288292
EX6532,S50D_BLUP,0.20980248
DKC4320,S50D_BLUP,-1.95902649
EU4554,S50D_BLUP,0.17733826
EW4834,S50D_BLUP,0.28874244
EY3957,S50D_BLUP,0.01249739
EX4854,S50D_BLUP,-0.14376466
EZ6227,S50D_BLUP,
BCOOL,S50D_BLUP,0.09336099
DKC3844,S50D_BLUP,-0.36443017
DKC4603,S50D_BLUP,0.43844517
DKC3117,S50D_BLUP,-2.04474945
EY3439,S50D_BLUP,-0.63575374
EX4936,S50D_BLUP,-0.38450482
EX5257,S50D_BLUP,-0.02914148
IZZLI,S50D_BLUP,-0.03895994
EX3332,S50D_BLUP,-1.33125382
EZ5437,S50D_BLUP,0.68229565
EW5429,S50D_BLUP,0.64320362
EU3661,S50D_BLUP,0.40233849
EV4142,S50D_BLUP,-0.17208251
DKC4391WX,S50D_BLUP,0.08536908
EU6750,S50D_BLUP,
EY4334,S50D_BLUP,-0.34102205
FACINA,S50D_BLUP,0.07656723
DKC3513,S50D_BLUP,0.01162692
DKC3924,S50D_BLUP,-1.21748251
EW5322SQGZ,S50D_BLUP,0.05442196
EZ4065,S50D_BLUP,13.58081831
EZ4467,S50D_BLUP,-0.04488429
EX6437,S50D_BLUP,0.28459684
DKC3006,S50D_BLUP,-1.13372655
C955,S50D_BLUP,
ES3726,S50D_BLUP,0.14260404
EY3540,S50D_BLUP,-0.27207207
EZ3090,S50D_BLUP,10.56713199
EW3084,S50D_BLUP,-1.16072022
EX2712,S50D_BLUP,-1.82197843
DKC5685,S50D_BLUP,1.74376885
DKC4162,S50D_BLUP,-0.64904882
EW6653,S50D_BLUP,0.22665088
EV5317,S50D_BLUP,0.70797858
DKC6626,S50D_BLUP,0.04345381
DKC5144,S50D_BLUP,
EZ5759,S50D_BLUP,0.59522185
DKC7023,S50D_BLUP,0.48404846
VALORITI,S50D_BLUP,-0.27081072
EY6533,S50D_BLUP,0.07691816
EY4689,S50D_BLUP,0.77024199
EX4151,S50D_BLUP,-0.89953089
EZ5266,S50D_BLUP,0.38649954
EZ3208,S50D_BLUP,-26.93948463
EZ5053,S50D_BLUP,0.04492421
DKC4814,S50D_BLUP,-0.08109637
DKC5049,S50D_BLUP,0.37775017
EW3738,S50D_BLUP,-0.07767433
EX3192,S50D_BLUP,-2.79843283
DKC3050,S50D_BLUP,-0.22642538
EZ3554,S50D_BLUP,9.71599875
EV3516,S50D_BLUP,-0.44909447
DKC4726,S50D_BLUP,0.69870014
EX4745,S50D_BLUP,0.18267546
EZ5160,S50D_BLUP,0.57175462
EX3742,S50D_BLUP,-15.44788527
DKC5159,S50D_BLUP,0.42726391
EY6663,S50D_BLUP,
KUCHABA,S50D_BLUP,
DKC4098,S50D_BLUP,-1.37593625
EZ6766,S50D_BLUP,
EY3529,S50D_BLUP,-16.50736375
EX4152,S50D_BLUP,-0.41258261
EZ4578,S50D_BLUP,-0.31159017
DKC3012,S50D_BLUP,4.95433664
EY3205,S50D_BLUP,1.66064883
EX3333,S50D_BLUP,-0.59579219
EY3675,S50D_BLUP,-0.0391874
ES6638SQGZ,S50D_BLUP,0.13230451
DKC4302,S50D_BLUP,-0.14139429
EZ4860,S50D_BLUP,-0.15570222
DKC3990,S50D_BLUP,2.10000674
DKC3305,S50D_BLUP,0.41454031
DKC4670,S50D_BLUP,-0.13832949
DKC3327,S50D_BLUP,-2.13412463
EX6439,S50D_BLUP,0.23473394
ABADDIR,S50D_BLUP,0.14793134
EV5039,S50D_BLUP,-0.08903245
EY6224,S50D_BLUP,0.02153181
DKC6625,S50D_BLUP,
EZ4861,S50D_BLUP,0.36610605
ES4126,S50D_BLUP,-0.29819314
EY4159,S50D_BLUP,5.05083436
EZ4161,S50D_BLUP,0.19516475
SYNOPSIS,S50D_BLUP,0.05637381
DKC3888,S50D_BLUP,-1.02042763
SPOUTNIK,S50D_BLUP,0.08019009
DKC5605,S50D_BLUP,0.16915004
EY4160,S50D_BLUP,0.06738414
EV4557,S50D_BLUP,0.1270445
DKC6402,S50D_BLUP,
DKC4897,S50D_BLUP,1.2049314
EZ6858,S50D_BLUP,
EX3330XKLZ,S50D_BLUP,
ZORAN,S50D_BLUP,
DKC3204,S50D_BLUP,-3.07799113
EY5933,S50D_BLUP,1.53676628
EY3435,S50D_BLUP,-1.17270802
DKC6131,S50D_BLUP,0.23919114
EX4333,S50D_BLUP,-0.64282054
DKC4540,S50D_BLUP,-0.1589914
DKC3414,S50D_BLUP,-0.69176427
EY4685,S50D_BLUP,0.12284888
DKC5142WX,S50D_BLUP,-0.00851125
DKC2684,S50D_BLUP,-4.35223028
EX7030,S50D_BLUP,0.43656965
DKC4351,S50D_BLUP,-0.66439783
EZ3754,S50D_BLUP,0.5880188
EX5431,S50D_BLUP,1.06049817
EZ3349,S50D_BLUP,10.31172607
EQ3243,S50D_BLUP,-0.30007319
EX4155,S50D_BLUP,-0.60714635
EZ4466,S50D_BLUP,-0.04798586
FIDEKA,S50D_BLUP,-0.32791805
EY4574,S50D_BLUP,0.36260816
EV3076,S50D_BLUP,-0.17703114
DEVICE,S50D_BLUP,0.10052591
ET4442,S50D_BLUP,-0.43095037
DKC3450,S50D_BLUP,-0.14865702
DKC4115,S50D_BLUP,-1.27318629
EZ5758,S50D_BLUP,0.88622193
EY5324,S50D_BLUP,1.00388873
EZ3346,S50D_BLUP,-0.65361908
EY3527,S50D_BLUP,-1.30302055
EZ3965,S50D_BLUP,13.35786973
BAZALTIK,S50D_BLUP,-0.02446698
DKC6715,S50D_BLUP,0.52248649
DKC5432,S50D_BLUP,0.99514122
DKC4125,S50D_BLUP,-0.86594622
ARTEMIDE,S50D_BLUP,
EZ3961,S50D_BLUP,18.42524387
DKC5210,S50D_BLUP,1.114266
EY3748,S50D_BLUP,0.2570557
EV3662,S50D_BLUP,0.35247558
EV6321,S50D_BLUP,
EY7034,S50D_BLUP,
EY3533,S50D_BLUP,-1.21271216
EY6850,S50D_BLUP,0.04922498
EW4456,S50D_BLUP,-0.6119037
EZ3680,S50D_BLUP,0.81812911
EZ5760,S50D_BLUP,0.88117585
EZ3546,S50D_BLUP,0.48743615
OBISPO,S50D_BLUP,0.12264883
DKC6777,S50D_BLUP,0.1422412
DKC3719,S50D_BLUP,2.36792231
DKC5001,S50D_BLUP,0.18120234
DKC3323,S50D_BLUP,-1.8648254
DKC3969,S50D_BLUP,-0.38196513
DKC6812,S50D_BLUP,0.25966539
DKC6808,S50D_BLUP,
EY4260,S50D_BLUP,21.87151553
DKC3201,S50D_BLUP,-1.75994664
EZ3450,S50D_BLUP,-0.69992651
DUELING,S50D_BLUP,-0.04500334
DKC6044,S50D_BLUP,1.14790049
EZ3444,S50D_BLUP,-0.10382106
EV4326,S50D_BLUP,-0.32550985
EV5428,S50D_BLUP,0.28493933
EW3295,S50D_BLUP,-1.93827346
EZ3447,S50D_BLUP,-0.71849312
DKC6664,S50D_BLUP,
EX3190,S50D_BLUP,-1.65356422
EW2968,S50D_BLUP,-0.04139358
EZ3443,S50D_BLUP,-0.13321869
DKC6092,S50D_BLUP,0.7632707
DKC3796,S50D_BLUP,0.13154488
EX2975,S50D_BLUP,-2.5729528
DKC4814WX,S50D_BLUP,0.17574968
EZ3840,S50D_BLUP,8.3555687
MAXEED,S50D_BLUP,
EY3750,S50D_BLUP,0.25981149
EZ3679,S50D_BLUP,-0.28350825
DKC4038,S50D_BLUP,2.12559168
IMEDIA,S50D_BLUP,0.15302397
DKC4109,S50D_BLUP,-0.19920765
EX5432,S50D_BLUP,0.5175687
EZ4579,S50D_BLUP,0.44864602
DKC4238,S50D_BLUP,-0.95616337
EX4571,S50D_BLUP,-0.38182455
EY5433,S50D_BLUP,0.37172916
EX2976,S50D_BLUP,-1.15156912
EV5924,S50D_BLUP,0.33567277
DKC3609,S50D_BLUP,-7.87752557
EV6931,S50D_BLUP,
DKC4069,S50D_BLUP,-0.16908747
EY4335,S50D_BLUP,-0.58791652
BOUCALO,S50D_BLUP,0.09027834
EZ3844,S50D_BLUP,3.02196009
DKC5911,S50D_BLUP,2.71088052
KABARDI,S50D_BLUP,0.33303276
EZ5849,S50D_BLUP,0.58189656
EZ3758,S50D_BLUP,33.33540784
EZ5559,S50D_BLUP,0.78229355
DKC6919,S50D_BLUP,0.51220967
EU3310,S50D_BLUP,0.07656723
EU6320XPYZ,S50D_BLUP,
EY3751,S50D_BLUP,0.24397486
EX3828,S50D_BLUP,-0.75969396
DKC3539,S50D_BLUP,0.53210813
EZ4754,S50D_BLUP,-0.39923863
DKC4010,S50D_BLUP,-1.32176071
EV3293,S50D_BLUP,-0.78449825
DKC3096,S50D_BLUP,-0.14789567
EY3338,S50D_BLUP,-1.56570316
EZ3962,S50D_BLUP,-0.16654208
EZ5052,S50D_BLUP,-0.0954282
EX3331,S50D_BLUP,-0.33745681
DKC4655,S50D_BLUP,-0.92381604
DKC4792,S50D_BLUP,0.15398685
EY3432,S50D_BLUP,-1.22375906
DKC5404,S50D_BLUP,1.40021312
DKC4717,S50D_BLUP,0.40692154
EX4676,S50D_BLUP,0.21991712
EZ3445,S50D_BLUP,-0.04843285
EZ3344,S50D_BLUP,57.38917636
OYOLA,S50D_BLUP,-0.1484688
EZ3753,S50D_BLUP,0.4032093
DKC3747,S50D_BLUP,-8.05258682
EW3297,S50D_BLUP,-0.64089633
EZ3850,S50D_BLUP,-14.14724944
EZ3442,S50D_BLUP,-0.40225338
DKC4751,S50D_BLUP,-0.12990539
EY3535,S50D_BLUP,-0.15845084
CORTON,S50D_BLUP,0.09336099
EY4938,S50D_BLUP,-0.56099258
EX4855,S50D_BLUP,0.22063595
EZ3843,S50D_BLUP,-15.00700716
EW3326,S50D_BLUP,0.02836671
DKC4541,S50D_BLUP,-0.33566246
DKC5542,S50D_BLUP,3.47179704
EX5552,S50D_BLUP,0.6227458
DKC4428,S50D_BLUP,-0.26390919
EZ3755,S50D_BLUP,67.76724406
EZ3348,S50D_BLUP,-54.88986341
EY5641,S50D_BLUP,0.42897562
DKC3730,S50D_BLUP,-0.53158018
EX5553,S50D_BLUP,0.89532888
EX4678,S50D_BLUP,-0.67497377
EU3290,S50D_BLUP,-0.04642765
EV3732,S50D_BLUP,-0.65920776
DKC3088,S50D_BLUP,-1.68226865
EX4674,S50D_BLUP,-0.79950783
DKC5810,S50D_BLUP,1.25099988
EZ5643,S50D_BLUP,0.44670343
DKC6731,S50D_BLUP,0.17417118
TRADUXIO,S50D_BLUP,-0.08903245
DKC6980YG,S50D_BLUP,
DKC3595,S50D_BLUP,0.26680958
DKC4539,S50D_BLUP,-1.15756486
EZ5263,S50D_BLUP,0.15389499
LIMONAIRE,S50D_BLUP,-0.28923043
GARGANTUA,S50D_BLUP,1.13546378
LIMAGOLD,S50D_BLUP,-0.02079232
EZ5851,S50D_BLUP,0.50074544
EZ4064,S50D_BLUP,24.21510132
EY3746,S50D_BLUP,-0.49819616
EX5157,S50D_BLUP,0.39432962
EY3747,S50D_BLUP,15.69481239
JOLIVETTE,S50D_BLUP,1.05466468
EY3671,S50D_BLUP,-0.86581314
EZ4067,S50D_BLUP,-0.0899902
EV5152,S50D_BLUP,0.06055626
EY6856,S50D_BLUP,
EU4447,S50D_BLUP,-0.10217779
EX4568,S50D_BLUP,0.81544484
KIMMICH,S50D_BLUP,-0.36503564
EZ7037,S50D_BLUP,
EZ2978,S50D_BLUP,3.58821959
DKC4621,S50D_BLUP,-0.02963738
DKC3789,S50D_BLUP,-0.35733913
EZ3343,S50D_BLUP,-0.30026073
EW4150,S50D_BLUP,-0.92703087
DKC4943,S50D_BLUP,1.12760875
DKC4908WX,S50D_BLUP,-0.08709316
EX2604,S50D_BLUP,-1.50519006
KLERI,S50D_BLUP,0.18435495
EY6944,S50D_BLUP,
EZ7040,S50D_BLUP,
EY6855,S50D_BLUP,
EU5734,S50D_BLUP,0.36414418
EX6530,S50D_BLUP,0.23473394
DKC7107,S50D_BLUP,
DKC4917,S50D_BLUP,0.18673007
EX3087,S50D_BLUP,1.81618599
EY3956,S50D_BLUP,0.08707722
PAYKAN,S50D_BLUP,-0.18938265
DKC3972,S50D_BLUP,-0.81254717
ER4237,S50D_BLUP,-0.77020424
DKC4433,S50D_BLUP,-0.12023723
EX3829,S50D_BLUP,-0.31971675
EZ5644,S50D_BLUP,0.65256226
EY6659,S50D_BLUP,0.07796364
DKC5148,S50D_BLUP,0.55211541
EZ3849,S50D_BLUP,8.65151358
ET4440,S50D_BLUP,-0.03182789
EZ6767,S50D_BLUP,
EZ3757,S50D_BLUP,27.95384232
EX3186,S50D_BLUP,-2.11210708
ZENANCE,S50D_BLUP,0.47326148
EY5752,S50D_BLUP,0.67254903
ET7019,S50D_BLUP,
EY3835,S50D_BLUP,14.79027755
EZ6770,S50D_BLUP,
EV5319,S50D_BLUP,0.72057089
DKC3884,S50D_BLUP,0.16406145
EZ4462,S50D_BLUP,-0.04798579
EZ6535,S50D_BLUP,
EX4848,S50D_BLUP,0.31810951
EY3437,S50D_BLUP,-0.62233598
EZ3848,S50D_BLUP,27.2749626
DKC4598,S50D_BLUP,0.5153826
EY5049,S50D_BLUP,0.36445221
DKC3418,S50D_BLUP,0.75501491
EX6758,S50D_BLUP,0.23473394
EY3204,S50D_BLUP,-0.70337962
EZ4461,S50D_BLUP,0.1851055
DKC3350,S50D_BLUP,-0.4807941
EX4680,S50D_BLUP,0.10435413
DALAMER,S50D_BLUP,0.01548922
EZ6769,S50D_BLUP,
EZ7039,S50D_BLUP,
EZ5159,S50D_BLUP,-0.43314812
EY5158,S50D_BLUP,0.35424511
DKC6980,S50D_BLUP,
EX3833,S50D_BLUP,0.34009206
EV5742SQGZ,S50D_BLUP,0.07053719
EZ6771,S50D_BLUP,-0.40625188
EZ3685,S50D_BLUP,-0.3871431
EZ5054,S50D_BLUP,0.39495879
DKC5182WX,S50D_BLUP,-0.01559467
EY6225,S50D_BLUP,
EX3831,S50D_BLUP,0.8493878
EY4688,S50D_BLUP,0.53576621
EZ4941,S50D_BLUP,0.22786138
EZ4063,S50D_BLUP,-0.4550978
TALABOR,S50D_BLUP,-0.03551831
EZ3959,S50D_BLUP,-18.61475471
DKC3079,S50D_BLUP,-0.44203654
EV5632,S50D_BLUP,0.5093224
EZ3544,S50D_BLUP,0.01988399
EZ3761,S50D_BLUP,-14.00007595
EW2711,S50D_BLUP,-1.85725033
EX6848,S50D_BLUP,0.22256659
ES6921,S50D_BLUP,
EZ4068,S50D_BLUP,-0.04851789
EZ4460,S50D_BLUP,0.29760293
EW5044,S50D_BLUP,0.53800118
EY6852,S50D_BLUP,0.07998551
EZ3347,S50D_BLUP,-1.08191343
EZ3548,S50D_BLUP,-27.83133022
EX3952,S50D_BLUP,-0.81560866
EZ3446,S50D_BLUP,-0.3323483
ET4134,S50D_BLUP,-0.08173586
DKC3642,S50D_BLUP,0.50982987
DKC4109WX,S50D_BLUP,-0.00053075
TENTAXION,S50D_BLUP,0.71830246
DKC4728,S50D_BLUP,-0.14206551
EV5153,S50D_BLUP,0.29044184
EX6849,S50D_BLUP,0.28459684
ESTEVIO,S50D_BLUP,0.0931354
EZ3682,S50D_BLUP,0.51229426
EY7110,S50D_BLUP,0.16663599
DKC4031,S50D_BLUP,-0.97916555
EZ4465,S50D_BLUP,0.29093407
EZ3676,S50D_BLUP,0.55620321
ET3167,S50D_BLUP,-0.95970179
SYNOPSIS,SPAR_BLUP,
EY4160,SPAR_BLUP,
DKC3088,SPAR_BLUP,
DKC6402,SPAR_BLUP,-0.40692839
DKC3937,SPAR_BLUP,0.46143081
EZ6858,SPAR_BLUP,-0.00850513
EZ3845,SPAR_BLUP,
DKC6731,SPAR_BLUP,-0.86786005
AUXKAR,SPAR_BLUP,
EX4746,SPAR_BLUP,
DKC3888WX,SPAR_BLUP,
EX7030,SPAR_BLUP,-0.65290628
EY3746,SPAR_BLUP,
EY5754,SPAR_BLUP,-0.13330738
EX4155,SPAR_BLUP,
EZ4466,SPAR_BLUP,
DKC5744,SPAR_BLUP,1.18691307
EY3671,SPAR_BLUP,0.35162574
DKC4014,SPAR_BLUP,
ET4442,SPAR_BLUP,
EZ5761,SPAR_BLUP,
DKC3450,SPAR_BLUP,0.17665675
DKC6897,SPAR_BLUP,
EY3430,SPAR_BLUP,
EZ2978,SPAR_BLUP,0.15086468
EZ2981,SPAR_BLUP,
EW4150,SPAR_BLUP,
EW5926,SPAR_BLUP,0.17453585
EY4259,SPAR_BLUP,
EX4744,SPAR_BLUP,
EX2604,SPAR_BLUP,0.85565775
EZ6859,SPAR_BLUP,-0.7802304
EZ7040,SPAR_BLUP,-0.92776697
EW6016SQGZ,SPAR_BLUP,
EY3533,SPAR_BLUP,-0.59122765
EY6850,SPAR_BLUP,-0.24822534
EX5258,SPAR_BLUP,-0.20586826
DKC6228,SPAR_BLUP,0.8613821
DKC3805,SPAR_BLUP,
OBISPO,SPAR_BLUP,
DKC6777,SPAR_BLUP,-0.38491591
EZ6227,SPAR_BLUP,-0.5456984
EZ4693,SPAR_BLUP,
DKC7107,SPAR_BLUP,-2.6503921
EX6017,SPAR_BLUP,0.34579874
DKC3844,SPAR_BLUP,
DKC5110,SPAR_BLUP,-0.00103191
EY4157,SPAR_BLUP,
EU4662,SPAR_BLUP,
DKC4603,SPAR_BLUP,
EY3956,SPAR_BLUP,
EV6754,SPAR_BLUP,
EZ4463,SPAR_BLUP,
EY6854,SPAR_BLUP,
DKC6503,SPAR_BLUP,-0.6209898
EX4052,SPAR_BLUP,0.54548485
EU4446,SPAR_BLUP,
DKC5031WX,SPAR_BLUP,
EX5257,SPAR_BLUP,
EX3332,SPAR_BLUP,0.30434454
EY5325,SPAR_BLUP,0.85289845
DUELING,SPAR_BLUP,
EU5631,SPAR_BLUP,
EX3829,SPAR_BLUP,
EW3946,SPAR_BLUP,-0.51505679
EX4852,SPAR_BLUP,
EY4751,SPAR_BLUP,0.85289845
PEDINI,SPAR_BLUP,
STAROF,SPAR_BLUP,
DKC3006,SPAR_BLUP,
SPARKLING,SPAR_BLUP,
EZ3684,SPAR_BLUP,
EY3532,SPAR_BLUP,0.00045242
NT3512,SPAR_BLUP,
EY3750,SPAR_BLUP,-0.53065223
DKC5092,SPAR_BLUP,0.32827934
DKC4590WX,SPAR_BLUP,
DKC4038,SPAR_BLUP,-0.60786129
IMEDIA,SPAR_BLUP,-0.18391803
DKC4109,SPAR_BLUP,0.42998203
DKC3710,SPAR_BLUP,0.20185897
EX2712,SPAR_BLUP,1.7037317
DKC5685,SPAR_BLUP,
EW6653,SPAR_BLUP,-1.02745263
DKC4231,SPAR_BLUP,
EX6758,SPAR_BLUP,-0.12970958
EY3204,SPAR_BLUP,
EV5317,SPAR_BLUP,
EX6531,SPAR_BLUP,-0.30309986
EY5433,SPAR_BLUP,-0.20586826
EX2976,SPAR_BLUP,0.7202394
DKC3609,SPAR_BLUP,
EY6533,SPAR_BLUP,-1.12544369
DKC4069,SPAR_BLUP,
NN3550,SPAR_BLUP,
EZ3681,SPAR_BLUP,-1.08799803
BOUCALO,SPAR_BLUP,0.84000138
EZ3841,SPAR_BLUP,
EY5047,SPAR_BLUP,
EZ5159,SPAR_BLUP,
EZ5266,SPAR_BLUP,
DKC6980,SPAR_BLUP,
DKC5049,SPAR_BLUP,
EZ3549,SPAR_BLUP,-0.98313726
EY4747,SPAR_BLUP,
EW3738,SPAR_BLUP,
EX3192,SPAR_BLUP,0.63403703
DKC4279,SPAR_BLUP,-0.89975052
DKC4010,SPAR_BLUP,
DKC5182WX,SPAR_BLUP,
EY6661,SPAR_BLUP,
EY5261,SPAR_BLUP,-0.20586826
AZUMAYA,SPAR_BLUP,
EV5632,SPAR_BLUP,
EY4573,SPAR_BLUP,
EZ6766,SPAR_BLUP,-0.38466501
EW2711,SPAR_BLUP,
DKC4792,SPAR_BLUP,
EZ4460,SPAR_BLUP,
EW5044,SPAR_BLUP,
EZ4578,SPAR_BLUP,
EY6852,SPAR_BLUP,-0.4718131
EY3205,SPAR_BLUP,
EU4663,SPAR_BLUP,
OYOLA,SPAR_BLUP,
EX2974,SPAR_BLUP,
EZ4860,SPAR_BLUP,
EX3188,SPAR_BLUP,0.17344731
EY4859SQGZ,SPAR_BLUP,
DKC7240,SPAR_BLUP,-1.22967568
DKC3305,SPAR_BLUP,-0.32244104
DKC3642,SPAR_BLUP,-0.10508379
EX6439,SPAR_BLUP,-0.39080486
EV5153,SPAR_BLUP,
EX6849,SPAR_BLUP,-0.78924368
EZ4062,SPAR_BLUP,
EX4855,SPAR_BLUP,
EZ3843,SPAR_BLUP,
DKC4031,SPAR_BLUP,
EZ4262,SPAR_BLUP,
EZ3676,SPAR_BLUP,-0.39317579
DKC4428,SPAR_BLUP,
DKC3730,SPAR_BLUP,
EY6939,SPAR_BLUP,-0.71086716
EU3290,SPAR_BLUP,0.0190867
EY4058,SPAR_BLUP,
EW5549,SPAR_BLUP,
EV3732,SPAR_BLUP,
DKC4897,SPAR_BLUP,
PIANELLO,SPAR_BLUP,
EZ4464,SPAR_BLUP,
ES3932,SPAR_BLUP,
MERJEN,SPAR_BLUP,
EX3330XKLZ,SPAR_BLUP,
DKC6980YG,SPAR_BLUP,
DKC5209,SPAR_BLUP,
DKC5142WX,SPAR_BLUP,
EY6762,SPAR_BLUP,-0.34492169
DKC2684,SPAR_BLUP,1.54559674
DKC4351,SPAR_BLUP,
EZ3349,SPAR_BLUP,
JOLIVETTE,SPAR_BLUP,-0.02948561
WEEKLI,SPAR_BLUP,0.1931915
FIDEKA,SPAR_BLUP,1.07508788
EZ3441,SPAR_BLUP,0.19847728
SHEILA,SPAR_BLUP,
EV5152,SPAR_BLUP,
